CustomerKey,Title,LastName,BirthDate,MaritalStatus,Suffix,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,Region,Age,AccessoriesBuyer,GeographyKey
24595,,Wu,11/10/1978,S,,M,"$80,000.00 ",0,0,Bachelors,Professional,0,3,3338 Stillwater Ct.,,1 (11) 500 555-0191,4/4/2013,10+ Miles,Pacific,43,1,5
24596,,Zhao,4/2/1979,M,,F,"$80,000.00 ",0,0,Bachelors,Professional,1,3,6287 Strasbourg Lane,,1 (11) 500 555-0164,12/5/2012,10+ Miles,Pacific,42,0,19
24597,,Dominguez,4/16/1980,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,1,2,2617 Melody Drive,,1 (11) 500 555-0138,12/7/2012,10+ Miles,Pacific,41,1,18
24598,Ms.,Sherwood,8/30/1985,S,,M,"$100,000.00 ",0,5,High School,Management,1,2,7323 Alan Drive,,760-555-0100,12/4/2012,10+ Miles,Pacific,36,1,31
24599,,Garcia,8/18/1985,M,,F,"$130,000.00 ",4,5,High School,Management,1,4,8505 Fall Creek,,1 (11) 500 555-0153,8/13/2013,0-1 Miles,Pacific,36,1,37
24600,,Li,1/21/1984,M,,F,"$90,000.00 ",0,0,Bachelors,Professional,0,3,3852 Northridge Dr.,,1 (11) 500 555-0189,9/30/2013,10+ Miles,Pacific,37,1,34
24601,,Munoz,3/14/1984,S,,F,"$90,000.00 ",0,0,Bachelors,Professional,0,3,8704 Live Oak,,1 (11) 500 555-0145,12/3/2012,10+ Miles,Pacific,37,0,34
24602,,Garcia,12/16/1978,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,0,3,7430 Ravenwood,,1 (11) 500 555-0116,12/27/2012,10+ Miles,Pacific,43,0,11
24603,,Zhu,6/24/1978,S,,M,"$80,000.00 ",0,0,Bachelors,Professional,0,3,3033 F St.,,1 (11) 500 555-0111,10/16/2013,10+ Miles,Pacific,43,1,25
24604,,Rai,7/8/1977,M,,M,"$90,000.00 ",0,0,Bachelors,Professional,1,3,6940 Hilltop Dr,,1 (11) 500 555-0159,12/25/2012,10+ Miles,Pacific,44,1,18
24605,,Wang,12/14/1977,S,,M,"$100,000.00 ",0,5,High School,Management,0,3,5745 St. Paul Way,,1 (11) 500 555-0136,12/13/2012,10+ Miles,Pacific,44,1,27
24606,,Nath,9/29/1983,M,,F,"$100,000.00 ",0,5,High School,Management,1,3,6600 Browse Ct.,,1 (11) 500 555-0197,1/21/2012,10+ Miles,Pacific,38,1,36
24607,,Ruiz,1/10/1982,S,,F,"$80,000.00 ",0,0,Bachelors,Professional,0,4,3169 Estela,,1 (11) 500 555-0116,9/5/2013,10+ Miles,Pacific,39,1,26
24608,,Nara,9/29/1983,M,,F,"$110,000.00 ",0,5,High School,Management,1,3,5828 E. 102nd Street,,1 (11) 500 555-0135,1/15/2012,10+ Miles,Pacific,38,0,24
24609,,Zhang,10/8/1977,M,,F,"$120,000.00 ",0,5,Partial High School,Professional,0,4,8037 Hillridge Way,,1 (11) 500 555-0149,2/14/2012,10+ Miles,Pacific,44,0,34
24610,,Kapoor,5/6/1978,S,,M,"$130,000.00 ",4,5,High School,Management,0,4,3529 Midway Ct,,1 (11) 500 555-0119,9/10/2013,10+ Miles,Pacific,43,1,3
24611,,Suarez,8/23/1982,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,0,4,3340 Clifford Court,,1 (11) 500 555-0147,2/3/2012,10+ Miles,Pacific,39,1,28
24612,,Chander,12/3/1975,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,1,4,4546 Vista Valley Rd,,1 (11) 500 555-0125,2/17/2012,10+ Miles,Pacific,46,1,40
24613,,Serrano,3/22/1976,M,,F,"$100,000.00 ",0,5,Partial High School,Professional,1,4,1745 Chickpea Ct,,1 (11) 500 555-0125,3/16/2012,10+ Miles,Pacific,45,1,36
24614,,Raje,2/12/1976,M,,F,"$120,000.00 ",0,5,Partial High School,Professional,0,4,7932 Hope Drive,,1 (11) 500 555-0139,3/19/2012,10+ Miles,Pacific,45,0,37
24615,,Ortega,11/15/1976,M,,M,"$110,000.00 ",0,5,Partial High School,Professional,1,4,8101 Little Dr.,,1 (11) 500 555-0153,3/29/2012,10+ Miles,Pacific,45,1,35
24616,,Cook,4/22/1955,M,,F,"$40,000.00 ",4,0,High School,Professional,1,2,1510 American Beauty Dr.,,436-555-0115,8/8/2013,5-10 Miles,North America,66,1,358
24617,,She,4/16/1954,M,,F,"$30,000.00 ",4,0,High School,Professional,0,2,8286 Willow St.,,371-555-0137,5/3/2013,1-2 Miles,North America,67,1,612
24618,,Gonzalez,12/8/1959,M,,M,"$30,000.00 ",4,0,High School,Professional,1,2,7419 San Ramon Road,,669-555-0158,6/13/2013,5-10 Miles,North America,62,1,307
24619,,Kelly,8/16/1953,S,,F,"$30,000.00 ",4,0,High School,Professional,1,2,9995 Le Jean Way,,447-555-0113,3/14/2013,5-10 Miles,North America,68,1,316
24620,,Morgan,8/21/1953,M,,F,"$30,000.00 ",4,0,High School,Professional,1,2,5927 Mt. Hood Circle,,147-555-0181,10/27/2013,5-10 Miles,North America,68,1,322
24621,,Shan,1/31/1948,M,,M,"$40,000.00 ",4,0,High School,Professional,1,2,6643 Mt. Whitney,,830-555-0146,5/22/2013,5-10 Miles,North America,73,1,49
24622,,Hall,12/11/1942,M,,M,"$50,000.00 ",3,0,Graduate Degree,Management,1,2,778 Kingsford Dr,,942-555-0159,5/23/2013,1-2 Miles,North America,79,1,553
24623,,Torres,9/15/1943,M,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,9746 Gilardy Drive,,402-555-0128,1/13/2014,1-2 Miles,North America,78,1,609
24624,,Murphy,9/24/1943,M,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,4535 Sun Hill Lane,,209-555-0125,7/13/2013,1-2 Miles,North America,78,1,322
24625,,Nath,12/11/1943,M,,F,"$60,000.00 ",3,0,Graduate Degree,Management,0,2,2467 Green St.,,651-555-0175,10/4/2013,1-2 Miles,North America,78,1,49
24626,,Bryant,10/25/1943,M,,M,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,7219 Canyon Way,,763-555-0188,8/16/2013,10+ Miles,North America,78,1,336
24627,,Edwards,4/22/1945,S,,M,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,7966 Oak Wood Court,,256-555-0143,7/14/2013,10+ Miles,North America,76,1,53
24628,,Walker,2/7/1945,S,,M,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,1106 Pine Creek Way,,366-555-0183,11/12/2013,10+ Miles,North America,76,1,336
24629,,Perry,3/12/1945,M,,M,"$60,000.00 ",3,0,Graduate Degree,Management,0,2,2988 Wightman Lane,,323-555-0149,5/2/2013,1-2 Miles,North America,76,1,348
24630,,Howard,10/13/1944,M,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,1707 Summerfield Drive,,752-555-0135,5/29/2013,1-2 Miles,North America,77,1,71
24631,,Powell,6/30/1944,S,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,8627 Shenandoah Drive,,505-555-0112,11/19/2013,10+ Miles,North America,77,1,310
24632,,James,11/17/1945,S,,F,"$60,000.00 ",3,0,Bachelors,Management,0,2,7341 Mt. Washington Way,,387-555-0145,6/28/2013,1-2 Miles,North America,76,1,644
24633,,Cook,3/13/1946,M,,M,"$60,000.00 ",3,0,Bachelors,Management,0,2,5684 Fitzuren,,872-555-0163,6/4/2013,1-2 Miles,North America,75,0,552
24634,,He,10/3/1945,M,,F,"$60,000.00 ",3,0,Bachelors,Management,1,2,4764 East Avenue,,813-555-0148,10/10/2013,10+ Miles,North America,76,1,611
24635,,Rogers,4/13/1946,S,,F,"$60,000.00 ",3,0,Bachelors,Management,1,2,2012 Melody Dr,,954-555-0118,1/25/2014,10+ Miles,North America,75,1,361
24636,,Ward,10/30/1945,M,,F,"$60,000.00 ",3,0,Graduate Degree,Management,1,2,9531 Tri-state Ave,,939-555-0166,11/19/2013,10+ Miles,North America,76,1,542
24637,,Flores,5/8/1947,M,,M,"$40,000.00 ",4,0,High School,Professional,1,2,9847 E. Nd Street,,146-555-0160,11/9/2013,10+ Miles,North America,74,1,64
24638,,Lopez,10/8/1952,S,,F,"$40,000.00 ",4,0,High School,Professional,0,2,5531 Roxbury Drive,,291-555-0161,11/4/2013,1-2 Miles,North America,69,1,348
24639,,Moore,5/6/1947,M,,M,"$50,000.00 ",3,0,Bachelors,Management,1,2,3432 NE 3rd Court,,124-555-0176,12/1/2013,10+ Miles,North America,74,1,50
24640,,Yang,2/19/1947,S,,F,"$50,000.00 ",4,0,Bachelors,Management,0,2,7549 Longview Rd.,,986-555-0135,6/18/2013,1-2 Miles,North America,74,1,300
24641,,Powell,9/16/1954,M,,F,"$60,000.00 ",4,0,Bachelors,Management,1,2,537 Center Ave.,,192-555-0175,6/4/2013,1-2 Miles,North America,67,0,331
24642,,Russell,5/7/1949,S,,M,"$60,000.00 ",4,0,Bachelors,Management,1,2,4669 Berry Dr.,,358-555-0120,8/29/2013,10+ Miles,North America,72,1,552
24643,,Campbell,1/23/1949,S,,F,"$60,000.00 ",4,0,Bachelors,Management,1,2,6973 Dublin Court,,293-555-0112,7/7/2013,10+ Miles,North America,72,1,374
24644,,Johnston,5/6/1949,M,,M,"$60,000.00 ",4,0,Bachelors,Management,0,2,9959 Edwards Ave.,,590-555-0111,5/31/2013,1-2 Miles,North America,72,1,316
24645,,Murphy,4/16/1954,M,,M,"$60,000.00 ",4,0,Bachelors,Management,0,2,5699 Mendocino Dr.,,759-555-0170,6/26/2013,1-2 Miles,North America,67,0,612
24646,,Murphy,1/9/1950,M,,M,"$30,000.00 ",4,0,High School,Professional,1,2,8476 Eastgate Ave.,,906-555-0146,12/21/2011,10+ Miles,North America,71,0,62
24647,,Simmons,10/24/1949,S,,M,"$30,000.00 ",5,0,Partial High School,Clerical,0,2,8014 N. Civic Drive,,235-555-0178,11/1/2013,1-2 Miles,North America,72,1,53
24648,,King,11/8/1955,S,,F,"$30,000.00 ",5,0,Partial High School,Clerical,0,2,7709 Atchinson Stage Ct.,,428-555-0198,5/16/2013,10+ Miles,North America,66,1,326
24649,,Washington,2/7/1958,M,,M,"$40,000.00 ",4,0,High School,Professional,0,2,4848 Lighthouse Way,,695-555-0117,6/4/2013,1-2 Miles,North America,63,1,53
24650,,Baker,9/4/1950,S,,F,"$20,000.00 ",5,0,Partial High School,Clerical,0,3,2631 Dalis Dr.,,126-555-0140,9/3/2013,1-2 Miles,North America,71,1,336
24651,,Alexander,10/5/1950,S,,M,"$20,000.00 ",5,0,Partial High School,Clerical,0,3,5966 Sepulveda Ct.,,118-555-0177,6/6/2013,10+ Miles,North America,71,1,631
24652,,Butler,12/14/1950,S,,M,"$20,000.00 ",5,0,Partial High School,Clerical,0,4,7578 Sierra Road,#905,329-555-0160,2/1/2013,10+ Miles,North America,71,1,614
24653,,Barnes,10/14/1951,M,,F,"$40,000.00 ",5,0,High School,Professional,1,3,3322 Haven Hill Drive,,534-555-0157,7/29/2013,10+ Miles,North America,70,1,626
24654,,Simmons,4/11/1952,S,,F,"$40,000.00 ",5,0,High School,Professional,0,4,8486 Kipling Court,,181-555-0142,7/10/2013,2-5 Miles,North America,69,1,329
24655,,Sanders,5/15/1952,M,,F,"$70,000.00 ",5,0,Bachelors,Management,1,3,7338 Green St.,,595-555-0185,9/20/2013,10+ Miles,North America,69,1,301
24656,,Moore,12/31/1951,M,,F,"$70,000.00 ",5,0,Bachelors,Management,1,3,8955 Miller Dr.,,730-555-0181,5/20/2013,2-5 Miles,North America,69,1,310
24657,,Brooks,12/2/1952,M,,F,"$40,000.00 ",2,1,High School,Professional,1,2,907 Ameno Road,,226-555-0117,11/27/2013,10+ Miles,North America,69,1,642
24658,,Perez,5/9/1969,M,,F,"$40,000.00 ",2,1,High School,Professional,0,2,2367 Vancouver Way,,634-555-0184,5/22/2013,2-5 Miles,North America,52,1,642
24659,,Hill,7/31/1952,M,,F,"$70,000.00 ",2,1,Bachelors,Management,1,1,4001 Camino Solano,,780-555-0151,9/27/2013,2-5 Miles,North America,69,1,66
24660,,Perry,5/26/1953,S,,F,"$70,000.00 ",2,1,Bachelors,Management,0,1,67 Warren Street,,608-555-0125,2/1/2013,2-5 Miles,North America,68,1,383
24661,,Jones,12/19/1952,S,,F,"$70,000.00 ",2,1,Bachelors,Management,0,1,7289 Ulfinian Way,,132-555-0135,12/2/2011,2-5 Miles,North America,69,0,50
24662,,Price,11/20/1952,S,,F,"$70,000.00 ",2,1,Bachelors,Management,0,1,9768 Brandywine Way,,447-555-0154,2/13/2013,2-5 Miles,North America,69,1,372
24663,,Fernandez,8/17/1953,S,,F,"$40,000.00 ",2,1,High School,Professional,1,2,6228 Palm Avenue,,454-555-0184,1/5/2014,10+ Miles,North America,68,1,49
24664,,Washington,5/6/1970,M,,M,"$40,000.00 ",2,1,High School,Professional,1,2,4444 Buckingham Dr.,,135-555-0185,12/27/2011,2-5 Miles,North America,51,1,51
24665,,Morgan,10/4/1953,S,,F,"$40,000.00 ",2,1,High School,Professional,1,2,9235 Logan Court,,829-555-0126,7/31/2013,10+ Miles,North America,68,1,56
24666,,Martinez,11/8/1953,M,,F,"$40,000.00 ",2,1,High School,Professional,0,2,750 Cataline Avenue,,130-555-0114,12/14/2011,2-5 Miles,North America,68,0,60
24667,,Diaz,12/22/1953,S,,F,"$60,000.00 ",2,1,Partial College,Professional,1,1,6062 Sudan Loop,,699-555-0199,1/8/2014,10+ Miles,North America,67,1,637
24668,,Xu,8/19/1953,M,,F,"$60,000.00 ",2,1,Partial College,Professional,1,2,1509 American Beauty Dr.,,424-555-0118,7/30/2013,2-5 Miles,North America,68,1,312
24669,,Parker,3/19/1954,M,,M,"$70,000.00 ",4,1,Bachelors,Management,1,2,5098 N. Civic Dr,,761-555-0130,2/5/2013,10+ Miles,North America,67,1,361
24670,,Ross,8/30/1953,S,,F,"$70,000.00 ",4,1,Bachelors,Management,1,2,8280 Sequoia Court,# 1699,867-555-0177,3/26/2013,10+ Miles,North America,68,1,369
24671,,Perry,11/10/1960,M,,M,"$40,000.00 ",2,1,Partial High School,Skilled Manual,1,2,716 Anchor Drive,,292-555-0195,12/19/2011,2-5 Miles,North America,61,1,56
24672,,Cook,4/13/1955,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,9875 W. Holly Dr.,,758-555-0148,1/27/2014,10+ Miles,North America,66,1,642
24673,,Cox,5/4/1966,M,,F,"$70,000.00 ",4,1,Partial College,Professional,1,2,4770 Detroit Avenue,,156-555-0162,3/27/2013,1-2 Miles,North America,55,1,345
24674,,Kumar,2/24/1955,M,,M,"$70,000.00 ",5,1,Partial College,Professional,1,2,3796 Lindley Ct,,716-555-0155,3/7/2013,1-2 Miles,North America,66,0,372
24675,,Nelson,1/1/1955,S,,M,"$70,000.00 ",5,1,Partial College,Professional,1,2,1898 South St.,,884-555-0150,3/4/2013,10+ Miles,North America,66,1,383
24676,,Roberts,12/9/1955,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,"081, boulevard du Montparnasse",,517-555-0176,7/6/2013,2-5 Miles,North America,66,1,637
24677,Mr.,Lee,2/11/1961,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,1,9495 Limewood Place,,535-555-0111,5/14/2013,2-5 Miles,North America,60,1,302
24678,,Long,2/19/1967,S,,M,"$60,000.00 ",2,1,Partial College,Professional,1,1,4161 North Sixth Street,,957-555-0196,8/12/2013,10+ Miles,North America,54,1,312
24679,,Hernandez,8/6/1955,M,,M,"$70,000.00 ",4,2,Partial College,Professional,1,1,7103 Quiet Place Drive,,709-555-0191,11/17/2013,10+ Miles,North America,66,1,347
24680,,Flores,3/18/1956,S,,M,"$80,000.00 ",3,1,Bachelors,Management,0,1,6975 Olivera Road,,229-555-0184,3/21/2013,1-2 Miles,North America,65,1,359
24681,,Murphy,11/3/1955,S,,F,"$80,000.00 ",3,1,Bachelors,Management,0,1,4205 Seabourne Ct,,236-555-0145,3/6/2013,1-2 Miles,North America,66,1,368
24682,,Rogers,6/20/1957,M,,F,"$60,000.00 ",2,1,High School,Professional,1,2,6465 Gary Drive,,624-555-0111,10/24/2013,10+ Miles,North America,64,1,56
24683,,Alonso,5/15/1962,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,9600 Sweeney Road,,838-555-0182,7/6/2013,2-5 Miles,North America,59,0,302
24684,,Martin,10/18/1956,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,6177 Arleda Lane,,305-555-0189,7/1/2013,2-5 Miles,North America,65,0,326
24685,,Kumar,11/30/1956,M,,M,"$60,000.00 ",2,1,Partial College,Professional,1,2,4240 El Campo Ct,,993-555-0127,7/23/2013,2-5 Miles,North America,65,0,336
24686,,Murphy,1/15/1958,S,,F,"$70,000.00 ",2,1,Partial High School,Skilled Manual,1,2,3605 Haynes Court,,797-555-0173,1/23/2014,10+ Miles,North America,63,1,359
24687,,Ross,2/15/1958,S,,F,"$70,000.00 ",2,1,Partial High School,Skilled Manual,1,2,6916 Merry Circle,,686-555-0131,6/9/2013,10+ Miles,North America,63,1,616
24688,,Long,1/31/1964,M,,F,"$60,000.00 ",3,1,Partial High School,Skilled Manual,0,3,6565 Bellwood Dr.,,819-555-0110,8/27/2013,2-5 Miles,North America,57,0,359
24689,,Ye,7/26/1979,M,,F,"$30,000.00 ",0,0,Partial College,Clerical,0,1,301 Sandy Ln.,,1 (11) 500 555-0125,10/22/2013,1-2 Miles,Europe,42,1,229
24690,,Long,9/7/1985,S,,M,"$20,000.00 ",0,0,Partial High School,Manual,1,2,Heidestieg Straße 8664,,1 (11) 500 555-0111,10/23/2013,1-2 Miles,Europe,36,1,155
24691,,Carlson,11/14/1985,M,,F,"$20,000.00 ",0,0,Partial High School,Manual,1,2,Herzogstr 2908,,1 (11) 500 555-0181,5/27/2013,1-2 Miles,Europe,36,1,147
24692,,He,9/5/1985,M,,F,"$20,000.00 ",0,0,Partial High School,Manual,1,2,Postfach 90 92 92,,1 (11) 500 555-0129,12/20/2013,1-2 Miles,Europe,36,1,147
24693,,Rogers,4/14/1985,S,,F,"$30,000.00 ",0,0,Partial College,Clerical,1,1,"10570, rue Lamarck",,1 (11) 500 555-0143,4/12/2013,2-5 Miles,Europe,36,1,208
24694,,Carlson,4/4/1984,S,,M,"$30,000.00 ",0,0,High School,Manual,0,1,Charlottenstr 39878,,1 (11) 500 555-0146,5/8/2013,1-2 Miles,Europe,37,1,126
24695,,Zhou,5/1/1984,S,,M,"$30,000.00 ",0,0,High School,Manual,0,1,"4, rue de la Cavalerie",,1 (11) 500 555-0165,3/10/2013,1-2 Miles,Europe,37,1,223
24696,,Xie,4/24/1984,S,,F,"$30,000.00 ",0,0,High School,Manual,0,1,Hüttenstr 9005,,1 (11) 500 555-0167,9/1/2013,1-2 Miles,Europe,37,1,138
24697,,Rodriguez,5/13/1980,M,,M,"$40,000.00 ",1,1,Bachelors,Skilled Manual,1,0,9549 Jomar Drive,,1 (11) 500 555-0127,10/8/2013,0-1 Miles,Europe,41,0,255
24698,,Carter,11/20/1978,S,,M,"$30,000.00 ",0,0,High School,Manual,1,1,Potsdamer Straße 939,,1 (11) 500 555-0155,10/4/2013,2-5 Miles,Europe,43,1,131
24699,,Rubio,4/12/1978,S,,F,"$20,000.00 ",0,0,Partial High School,Manual,0,2,6514 Morello Ave.,,1 (11) 500 555-0196,12/10/2013,1-2 Miles,Europe,43,1,269
24700,,Alvarez,9/25/1978,S,,M,"$30,000.00 ",0,0,High School,Manual,0,1,"81, route de Marseille",,1 (11) 500 555-0182,10/2/2013,2-5 Miles,Europe,43,1,211
24701,,Fernandez,4/10/1984,M,,M,"$40,000.00 ",1,1,Bachelors,Skilled Manual,1,0,"8810, rue des Rosiers",,1 (11) 500 555-0158,8/19/2013,1-2 Miles,Europe,37,1,194
24702,,Ramos,12/25/1978,S,,F,"$40,000.00 ",0,0,Graduate Degree,Skilled Manual,0,0,4055 Hitchcock,,1 (11) 500 555-0168,11/2/2013,0-1 Miles,Europe,42,0,249
24703,,White,1/5/1978,M,,M,"$20,000.00 ",0,0,Partial High School,Manual,1,2,3973 Via Cordona Ln.,,1 (11) 500 555-0185,4/4/2013,1-2 Miles,Europe,43,1,269
24704,,Schmidt,3/10/1983,M,,M,"$20,000.00 ",0,0,Partial High School,Manual,1,2,Galeriestr 67,,1 (11) 500 555-0118,1/28/2014,1-2 Miles,Europe,38,1,172
24705,Mr.,Shimshoni,9/15/1977,S,,F,"$30,000.00 ",0,0,High School,Manual,1,1,5690 Morgan Territory Rd,,151-555-0100,10/18/2013,2-5 Miles,Europe,44,1,252
24706,,Rana,8/7/1977,S,,F,"$30,000.00 ",0,0,High School,Manual,0,1,Postfach 11 00 99,,1 (11) 500 555-0122,10/25/2013,1-2 Miles,Europe,44,1,156
24707,,Pal,2/15/1978,S,,M,"$30,000.00 ",0,0,High School,Manual,1,1,"5, boulevard du Montparnasse",,1 (11) 500 555-0140,10/21/2013,2-5 Miles,Europe,43,0,207
24708,,Chander,7/24/1983,S,,M,"$30,000.00 ",0,0,High School,Manual,0,1,"1931, boulevard Beau Marchais",,1 (11) 500 555-0151,11/17/2013,2-5 Miles,Europe,38,1,207
24709,,Prasad,9/15/1983,M,,F,"$40,000.00 ",1,1,Bachelors,Skilled Manual,1,1,"155, avenue Foch",,1 (11) 500 555-0154,8/29/2013,0-1 Miles,Europe,38,1,184
24710,,Malhotra,6/11/1983,M,,F,"$40,000.00 ",1,1,Bachelors,Skilled Manual,1,1,Heiderplatz 789,Leiter der Abteilung,1 (11) 500 555-0121,3/13/2013,1-2 Miles,Europe,38,1,124
24711,,Hernandez,10/20/1977,S,,F,"$40,000.00 ",1,1,Partial College,Clerical,0,1,8783 Detroit Ave.,,1 (11) 500 555-0158,3/13/2013,0-1 Miles,Europe,44,0,138
24712,,Kumar,10/2/1977,M,,F,"$40,000.00 ",2,2,Partial College,Clerical,1,0,2546 Woodchuck Pl,# 2,1 (11) 500 555-0138,11/2/2013,1-2 Miles,Europe,44,0,233
24713,,Brooks,1/2/1922,S,,M,"$10,000.00 ",4,0,Partial High School,Manual,0,2,"107, rue des Bouchers",,1 (11) 500 555-0185,2/27/2013,1-2 Miles,Europe,99,1,207
24714,,Rodriguez,9/21/1982,S,,F,"$20,000.00 ",0,0,Partial High School,Manual,1,2,2513 Buskirk Avenue,,1 (11) 500 555-0190,1/20/2014,1-2 Miles,Europe,39,1,237
24715,,Nath,8/31/1976,S,,F,"$20,000.00 ",0,0,Partial High School,Manual,0,2,"390, avenue de Malakoff",,1 (11) 500 555-0183,10/5/2013,0-1 Miles,Europe,45,1,223
24716,,Liu,4/15/1977,M,,M,"$30,000.00 ",0,0,High School,Manual,0,1,Postfach 2 77 77,,1 (11) 500 555-0159,9/29/2013,1-2 Miles,Europe,44,1,160
24717,,Anand,12/17/1976,S,,M,"$30,000.00 ",0,0,High School,Manual,0,1,Rehstr 4242,,1 (11) 500 555-0144,10/26/2013,2-5 Miles,Europe,45,0,121
24718,,Black,6/4/1982,S,,M,"$40,000.00 ",2,2,Partial College,Clerical,1,1,Nonnendamm 9,,1 (11) 500 555-0172,4/7/2013,1-2 Miles,Europe,39,0,145
24719,,Zheng,10/12/1976,M,,F,"$40,000.00 ",2,2,Partial College,Clerical,1,1,Charlottenstr 848,,1 (11) 500 555-0114,10/20/2013,0-1 Miles,Europe,45,1,132
24720,,Alvarez,10/30/1982,S,,F,"$40,000.00 ",2,2,Partial College,Clerical,1,2,9126 Jamie Way,,1 (11) 500 555-0131,6/4/2013,1-2 Miles,Europe,39,1,233
24721,,Zheng,5/5/1977,M,,F,"$40,000.00 ",2,2,Partial College,Clerical,1,2,1510 Bidwell Street,,1 (11) 500 555-0184,9/19/2013,1-2 Miles,Europe,44,1,253
24722,,Ross,9/12/1975,S,,M,"$40,000.00 ",2,2,Partial College,Clerical,1,2,Parkstr 841,,1 (11) 500 555-0139,9/17/2013,1-2 Miles,Europe,46,1,162
24723,,Pal,2/4/1976,M,,F,"$40,000.00 ",2,2,Partial College,Clerical,1,2,Postfach 8 66 22,,1 (11) 500 555-0151,4/23/2013,0-1 Miles,Europe,45,1,177
24724,,Gutierrez,6/12/1976,M,,M,"$40,000.00 ",2,2,Partial College,Clerical,1,2,"2, cours Mirabeau",,1 (11) 500 555-0170,9/29/2013,1-2 Miles,Europe,45,1,201
24725,,Young,5/1/1986,M,,F,"$40,000.00 ",3,3,Partial College,Clerical,1,0,9597 Sweeney Road,,158-555-0122,5/5/2013,1-2 Miles,North America,35,1,542
24726,,Hughes,12/3/1980,M,,F,"$40,000.00 ",3,3,Partial College,Clerical,1,1,6913 Island Drive,,397-555-0181,9/2/2013,1-2 Miles,North America,41,1,552
24727,,Jimenez,8/31/1979,M,,F,"$40,000.00 ",3,3,Partial College,Clerical,1,2,1506 Grading Way,#62,319-555-0193,12/28/2013,1-2 Miles,North America,42,1,612
24728,,Diaz,2/8/1980,S,,F,"$50,000.00 ",0,0,Graduate Degree,Skilled Manual,0,0,1460 Jasper Court,,524-555-0149,8/24/2013,0-1 Miles,North America,41,1,360
24729,,Murphy,1/23/1980,S,,M,"$50,000.00 ",0,0,Graduate Degree,Skilled Manual,0,0,6473 Clayton Way,,445-555-0193,5/19/2013,0-1 Miles,North America,41,1,55
24730,,Moore,5/2/1981,M,,M,"$40,000.00 ",4,4,Partial College,Clerical,1,1,9818 Northgate Road,,289-555-0172,5/17/2013,0-1 Miles,North America,40,1,58
24731,,Mitchell,4/12/1981,M,,M,"$40,000.00 ",4,4,Partial College,Clerical,1,1,7791 Mountain View Pl.,,787-555-0174,12/4/2013,0-1 Miles,North America,40,1,62
24732,,Davis,11/21/1941,M,,M,"$30,000.00 ",1,0,Bachelors,Skilled Manual,1,1,1025 Yosemite Dr.,,809-555-0144,8/5/2013,2-5 Miles,North America,80,1,546
24733,,Flores,12/21/1971,S,,M,"$80,000.00 ",0,0,Graduate Degree,Skilled Manual,0,0,5050 Riverside Drive,,188-555-0123,12/4/2013,0-1 Miles,North America,49,1,52
24734,,Turner,4/3/1972,S,,M,"$80,000.00 ",0,0,Graduate Degree,Skilled Manual,1,0,6850 Shadow Creek Dr.,,179-555-0174,3/17/2013,1-2 Miles,North America,49,1,612
24735,,Powell,11/11/1971,S,,F,"$80,000.00 ",0,0,Graduate Degree,Skilled Manual,1,0,6819 Terry Lynn Lane,,406-555-0174,3/14/2013,1-2 Miles,North America,50,1,307
24736,,Ramirez,7/18/1959,S,,F,"$20,000.00 ",3,0,Partial High School,Clerical,1,2,3986 Spring Hill Road,,794-555-0122,5/31/2013,1-2 Miles,North America,62,1,543
24737,,Bailey,4/10/1960,S,,F,"$20,000.00 ",3,0,Partial High School,Clerical,1,2,3847 Mt. Diablo St,,326-555-0119,4/2/2013,1-2 Miles,North America,61,1,633
24738,,Davis,9/13/1965,M,,F,"$40,000.00 ",1,0,Partial College,Clerical,1,1,8399 Garaventa Dr.,,122-555-0199,8/5/2013,1-2 Miles,North America,56,1,325
24739,,Sanders,9/10/1959,M,,M,"$40,000.00 ",1,0,Partial College,Clerical,1,1,1794 Portside Ct.,,389-555-0169,8/7/2013,0-1 Miles,North America,62,1,343
24740,,Cooper,1/10/1961,S,,F,"$20,000.00 ",3,0,Partial High School,Clerical,0,2,8974 F Mt Hood Circle,,440-555-0193,5/3/2013,1-2 Miles,North America,60,1,609
24741,,Perry,12/6/1960,S,,F,"$20,000.00 ",3,0,Partial High School,Clerical,0,2,5923 Bonanza,,531-555-0115,1/29/2013,0-1 Miles,North America,61,1,644
